,Country,IndicatorName,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,iso
174,Australia,Gross Domestic Product (GDP),2.52241E+11,2.62106E+11,2.68917E+11,2.79934E+11,2.8368E+11,2.91026E+11,3.01525E+11,3.04229E+11,3.1656E+11,3.26219E+11,3.37174E+11,3.48372E+11,3.40602E+11,3.56362E+11,3.75068E+11,3.90453E+11,4.00504E+11,4.23609E+11,4.40041E+11,4.5557E+11,4.5384E+11,4.5565E+11,4.7415E+11,4.93296E+11,5.1243E+11,5.32668E+11,5.53693E+11,5.78268E+11,6.07222E+11,6.30713E+11,6.42882E+11,6.67676E+11,6.8818E+11,7.16735E+11,7.39718E+11,7.61783E+11,7.90408E+11,8.19706E+11,8.34622E+11,8.51466E+11,8.71727E+11,9.03395E+11,9.25438E+11,9.48574E+11,9.69991E+11,9.93574E+11,AUS
191,Austria,Gross Domestic Product (GDP),1.25301E+11,1.31707E+11,1.39884E+11,1.4672E+11,1.52506E+11,1.51954E+11,1.58909E+11,1.66981E+11,1.6663E+11,1.75555E+11,1.78595E+11,1.78337E+11,1.81924E+11,1.87333E+11,1.87429E+11,1.92112E+11,1.96534E+11,1.99201E+11,2.05766E+11,2.13765E+11,2.23054E+11,2.30731E+11,2.35561E+11,2.36802E+11,2.4249E+11,2.4896E+11,2.54931E+11,2.60552E+11,2.69828E+11,2.79514E+11,2.8893E+11,2.92832E+11,2.97681E+11,2.99931E+11,3.08047E+11,3.14641E+11,3.25184E+11,3.36961E+11,3.42175E+11,3.29175E+11,3.35524E+11,3.44945E+11,3.47518E+11,3.47949E+11,3.50193E+11,3.53566E+11,AUT
208,Azerbaijan,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,12142991324,12057990389,9332884513,7176955469,5766342541,5084977372,5148795769,5447740355,5990672190,6433762755,7147545912,7855316719,8596773493,9474357922,10351096182,13245421881,17810616717,22345772506,24712510989,27027950395,28276792067,27820600475,28405198419,30071202076,30870092663,31075288974,AZE
225,Bahamas,Gross Domestic Product (GDP),3123377174,3174179176,3063167468,3294974774,2742927152,2336888181,2458060156,2683093824,3063543652,3864332389,4115331672,3735634502,3985880837,4129255038,4714417907,4942085639,5030894930,5181042962,5300709908,5657306146,5566991889,5334199278,5130139734,5145919301,5307970294,5540382963,5774380893,6124886403,6597150661,6816305318,7099130970,7285527781,7482574298,7387938630,7453165644,7706221927,7900177218,8014455246,7828203864,7501356033,7616782878,7663468313,7900014132,7900828320,7859392285,7728639905,Bahamas
242,Bahrain,Gross Domestic Product (GDP),3790991446,3851918094,4278404632,4874131859,5287079142,4819974839,6288924707,7107594890,7382109295,7638214451,7835301717,7314428229,6765399416,7338793413,7698315238,6462188237,6537991033,6663065645,7264073516,7440044290,7784405555,8139054345,8773632025,9904141676,9694558831,9882061284,10204564447,10440282040,10950605548,11602523677,12416809067,12726116052,13152252119,13980378426,14956341118,15968726806,17001431495,18411529158,19560748560,20057690803,20927543427,21342635851,22138351041,23337550021,24352798516,25050348586,BHR
258,Bangladesh,Gross Domestic Product (GDP),17645629742,16678740455,14348098513,14825270384,16247303841,15583079276,16465293680,16905420208,18101282203,18970439632,19125834445,19775040687,20018303898,20997913248,22137176338,22803922637,23793562882,24788470747,25505091328,26147741063,27880676224,28828567772,30047237444,31421812214,32705295503,34316017384,35902131614,37836422524,39814316466,41752924508,44235059446,46567821623,48624049922,51179727200,54388953479,57628097481,61448456939,65785852691,69742062823,73260637570,77342576150,82342297998,87712211075,92986881891,98622889818,1.05085E+11,BGD
275,Barbados,Gross Domestic Product (GDP),2376046855,2469014972,2500465303,2533989053,2416137245,2370230635,2474520785,2563603533,2689220106,2901668492,3029341907,2971784410,2826166976,2840297811,2942548531,2974916565,3126637310,3207929879,3320207424,3439734893,3326223641,3196500920,2972745855,3008418806,3122738719,3185193495,3312601234,3468293492,3596620350,3611006831,3694059990,3598014429,3623200530,3695664542,3747403845,3897300000,4119446100,4193596128,4210370512,4041955694,4054081559,4086514212,4098773755,4094674981,4102864331,4139068247,BRB
292,Belarus,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,23817710564,23487673005,21222501326,19617901171,17325840944,15515669738,15946456788,17767763543,19268149364,19932632747,21086252728,22085810089,23182712164,24801838128,27617472960,30210091837,33238201428,36080930100,39777344841,39837363866,42921087761,45300539522,46091237353,46556282924,47369474418,45502633015,BLR
309,Belgium,Gross Domestic Product (GDP),1.6691E+11,1.73174E+11,1.82275E+11,1.93435E+11,2.01558E+11,1.98884E+11,2.10126E+11,2.11442E+11,2.17451E+11,2.22541E+11,2.3251E+11,2.31861E+11,2.3324E+11,2.33968E+11,2.39738E+11,2.43698E+11,2.4814E+11,2.53864E+11,2.65854E+11,2.75077E+11,2.83708E+11,2.88908E+11,2.9333E+11,2.90509E+11,2.99883E+11,3.07035E+11,3.11928E+11,3.23501E+11,3.29892E+11,3.41646E+11,3.54061E+11,3.56935E+11,3.63289E+11,3.66103E+11,3.7941E+11,3.87356E+11,3.97037E+11,4.10526E+11,4.13594E+11,4.04143E+11,4.15035E+11,4.22492E+11,4.23071E+11,4.20026E+11,4.29776E+11,4.36223E+11,BEL
326,Belize,Gross Domestic Product (GDP),214778039.1,229248899.5,239911639.3,238388390.8,260552600.5,262276483.7,260552600.5,271388436.8,292813839.5,304142213.6,317440739.4,321613598.2,320703155.8,313798971.5,320020324.7,323282741.6,338153292.4,376155715,410744746,464221208.6,517470112,530820264.5,562830289.4,598898456.7,613651892,639214399.7,649302867.3,672624640.1,697490901.2,758446704.8,856750772.3,899721818.8,945799358.9,1034009033,1082070711,1114222546,1166562483,1180682087,1211553194,1220194564,1260752287,1287277910,1336513043,1356903887,1409336155,1425904876,BLZ
343,Benin,Gross Domestic Product (GDP),1152656814,1176667359,1292219283,1347904916,1439502791,1340993645,1359976100,1418919634,1411395647,1524429246,1667993287,1761800530,1951768524,1866945921,2014996901,2166700727,2213251461,2180052989,2246205487,2230311915,2430507709,2533216090,2608141296,2760356911,2816127174,3101451977,3235815714,3421377947,3556899143,3746889110,3966371522,4177903612,4371885426,4522434610,4722763880,4803672097,4993117209,5292021697,5551150137,5679897904,5799973800,5971871020,6249228275,6679074817,7115917691,7488863512,BEN
360,Bermuda,Gross Domestic Product (GDP),2213644925,2289738970,2331244813,2365833014,2386585936,2476515261,2697879754,2766390554,2822414974,3007739154,3122088116,3012175105,3014968111,3041090935,2979151913,3105658667,3243337447,3372308618,3416832424,3421104081,3330577819,3339285427,3248266281,3326963340,3379537576,3561904455,3699911823,3870320437,4021643286,4157970177,4282027648,4591243571,4523394821,4677674343,4787966856,4868135685,5092369351,5261436313,5321370837,5004932109,4880853984,4664844952,4481170965,4373911124,4354736441,4369981195,BMU
377,Bhutan,Gross Domestic Product (GDP),84447774.96,86708526.77,87717169.86,89004059.36,93595124.54,90499633.61,98603559.31,106394457.8,113976671.6,119437256.7,125419553.8,139781884.4,142959466.2,154551785.5,164194302.9,173625861.4,198279948,260451482.8,276259751.7,297233519,331037190.6,333487744.3,345722904.4,352682692.2,373413856.2,398727474,424267547.9,449186205.2,476723411.6,514584495.1,559544470.4,605448373.6,670399911.7,721848827,764421460.7,818869610,874974921.2,1031997133,1080884975,1152831831,1288079629,1389730857,1460205428,1491487100,1572904805,1654911564,BTN
394,Bolivia (Plurinational State of),Gross Domestic Product (GDP),3804243179,3996864810,4315314423,4562977287,4697109099,5040515578,5273113571,5535251419,5648873224,5656405660,5578812494,5630405143,5384965708,5144653775,5113707260,5064338041,4938192427,5066652224,5216574925,5414305860,5665279608,5963476933,6061792128,6320419788,6615732222,6924984871,7227158825,7585207362,7966694340,8000702992,8201345501,8339439677,8546721939,8778452615,9144803389,9549120156,10007202935,10463965061,11107342635,11480243367,11953990545,12576079455,13220260925,14118711344,14889673414,15611496362,Bolivia (Plurinational State of)
411,Bosnia and Herzegovina,Gross Domestic Product (GDP),,,,,,,,,,,,,,,,,,,,,2869781094,2601513253,2434056217,2380960994,2646008750,3196378584,4928793425,6734758973,7853831716,8601639825,9067359856,9311176386,9780554874,10161842600,10803512454,11224981149,11828712286,12506350249,13191885305,12813294233,12911603549,13028872143,12907289376,13216313766,13359297933,13769883455,BIH
428,Botswana,Gross Domestic Product (GDP),413217530.4,519914872.1,656974523.6,796931015.8,867043374.7,940276028.9,1040390760,1150639698,1284836413,1468393570,1647810820,1841303757,1996645848,2234212884,2538273214,2772528324,2975957040,3220721147,3614394566,4817006034,5160299954,5543400684,5709761300,5819166456,6030398224,6454359959,6830636241,7378900608,7432175765,8150662089,8312672462,8333504502,8839305866,9248208315,9498445196,9931249182,10761891479,11652991301,12380384691,11432999252,12412079203,13162801017,13749357441,15105044733,15589152379,15549365356,BWA
445,Brazil,Gross Domestic Product (GDP),2.27309E+11,2.53086E+11,2.83305E+11,3.22882E+11,3.49197E+11,3.67251E+11,4.04931E+11,4.24894E+11,4.46011E+11,4.76161E+11,5.20111E+11,4.98006E+11,5.0214E+11,4.87427E+11,5.13748E+11,5.54072E+11,5.95572E+11,6.16596E+11,6.16226E+11,6.35699E+11,6.08046E+11,6.14309E+11,6.08557E+11,6.37988E+11,6.75325E+11,7.03848E+11,7.18984E+11,7.43252E+11,7.43515E+11,7.45404E+11,7.77502E+11,7.87712E+11,8.0865E+11,8.17922E+11,8.63968E+11,8.91634E+11,9.2696E+11,9.83226E+11,1.03331E+12,1.03201E+12,1.10971E+12,1.15309E+12,1.1752E+12,1.21062E+12,1.17616E+12,1.13091E+12,BRA
462,British Virgin Islands,Gross Domestic Product (GDP),104239639.4,93878909.71,93927551.67,99132237.48,108811981,113724815.1,113330815.4,115427282.4,124264617.5,138729503.6,158238340,159238792.7,162865435.6,172411426.4,181999101.4,184502268.9,191539472,219664674.2,244412962.8,265524574.7,239033559,215185514.2,259547371.3,337370612.3,427289414,530488942.3,571912512.1,632043500.5,697519465.7,764331675.1,829685721.3,867960642.8,838887738.9,733502399.7,760919999.1,870000000,881787265.2,887987932.6,882660005,917138878.6,929061684.4,914432757,872045270.1,869248218.3,866945618.4,857416813,British Virgin Islands
479,Brunei Darussalam,Gross Domestic Product (GDP),4175913773,4593230094,5059245633,5543588007,6183363534,6205580344,7456339453,8270089191,8832363553,10823367850,10066105532,8070374254,8389209106,8431279235,8482094278,8355647543,7396991690,7419897288,7393015724,7556209509,7638528419,7878832014,8253752556,8278891351,8539295318,8921745334,9178541573,9043297301,8992626829,9267168658,9531546371,9793184715,10172362516,10467697817,10520479747,10561292509,11025703045,11042477735,10828740472,10637482472,10913958993,11322621971,11426012831,11183234832,10920580796,10860436340,BRN
496,Bulgaria,Gross Domestic Product (GDP),11239165778,12014280660,12934729581,13990823607,15046917632,16374301866,17440084828,18534934598,19571650752,20869968178,22061707308,23142766644,23683049773,24495450823,25327424992,26007071439,27101345463,28742200188,31887945467,30838869712,28027173646,25660179274,23799258019,23446947660,23873242965,24556072805,22248506797,22006264037,22768300101,21399950623,22472291313,23426919949,24836780603,26097873669,27808737153,29821031044,31834885190,34278324268,36214023100,34685890167,34704814089,35254529308,35338108592,35791102534,36345454304,37424295668,BGR
513,Burkina Faso,Gross Domestic Product (GDP),1298812263,1293078041,1583195502,1501141889,1583913456,1621640498,1605565481,1719068948,1919848291,1932131259,1904070864,2035879365,2064884899,1965913574,1924123127,2088007716,2254001756,2248640192,2379033443,2430290000,2415492082,2634672843,2640677795,2732253318,2768068570,2926341957,3248671256,3453884437,3706284435,3937618914,4011979819,4277308323,4463498007,4811762166,5027254632,5462709055,5804301248,6042938072,6393427981,6582798176,7138799846,7611882552,8103052395,8573030110,8950289297,9314767540,BFA
530,Burundi,Gross Domestic Product (GDP),605190670.6,624847300.3,587473960.8,628019207.4,624691003.4,624819718.5,689784052.4,752201666.7,788839491.6,801683416.6,787065062.4,872954788.9,869194470.1,896215440.6,895323629,999950591.9,1038142192,1080645746,1133516004,1150330326,1190589842,1254089951,1276735347,1187000058,1150386126,1069615997,977546418.6,981257101.6,1025311000,1015062447,1005920589,1027050092,1073261580,1060381139,1107039025,1117113080,1177591428,1217824978,1277498137,1325881781,1393400967,1449635701,1513759491,1587915554,1662547585,1594383134,BDI
547,Cabo Verde,Gross Domestic Product (GDP),246207708.3,259417155.3,265417725.8,269677516.5,276046722.7,229373343.3,234145128,222492143,243995893.9,251798683.6,265049090.1,287445710.4,295566746.2,323709776.2,335953942.2,364987457,375469205.2,391646345.7,415132882.2,438791022.7,441810322.7,448025164.5,461660713,495424928.3,529745696.6,569451115.2,607556443.8,653963688.1,708985445.2,793084081.9,850708048.9,902917265.4,950614043,995133366.7,1037725100,1105394035,1217500487,1322807051,1410777422,1392854539,1413284791,1469376459,1485273912,1497197654,1525123094,1547299080,CPV
564,Cambodia,Gross Domestic Product (GDP),2573237467,2444686201,2311773471,1873829228,1775772869,1751808379,1751808379,1494705846,1494705846,1302956553,1229099683,1229604746,1229604746,1284118121,1347451844,1410380325,1463986315,1779204810,2067312516,2061963081,2085885753,2244134865,2401896109,2500171641,2692067027,2851487045,2982660637,3150279988,3308078544,3702062691,4026639982,4354733010,4641234246,5036016937,5556780112,6293048259,6970872441,7682779405,8196880425,8204000067,8693196638,9307773242,9988484094,10730418714,11489222994,12297614740,KHM
581,Cameroon,Gross Domestic Product (GDP),5438644126,5627893051,5778374091,6087845362,6741330649,7499397243,7087294985,8061080211,9834760086,10428299539,10223353037,10968725049,11785710065,12776058227,13804003216,14128648832,13385962307,12635816095,12158992846,11776460052,11706338986,11265707104,10922085502,10577154716,10564296355,10992567975,11546173801,12159755773,12755019536,13273163995,13827130248,14451324393,15030684429,15636570313,16215413326,16587857510,17122650531,17680106584,18190009033,18541412829,19147466511,19940284948,20855292521,22015198849,23320031970,24666253548,CMR
598,Canada,Gross Domestic Product (GDP),4.0285E+11,4.19438E+11,4.4228E+11,4.73082E+11,4.90543E+11,4.99485E+11,5.25455E+11,5.43627E+11,5.65119E+11,5.86622E+11,5.99308E+11,6.20303E+11,6.0044E+11,6.16043E+11,6.52546E+11,6.83438E+11,6.98213E+11,7.26815E+11,7.59008E+11,7.76648E+11,7.77846E+11,7.61312E+11,7.68034E+11,7.88427E+11,8.23855E+11,8.45915E+11,8.59543E+11,8.9633E+11,9.31123E+11,9.79199E+11,1.02995E+12,1.04819E+12,1.07974E+12,1.0992E+12,1.13312E+12,1.16939E+12,1.20007E+12,1.22483E+12,1.23708E+12,1.20059E+12,1.23761E+12,1.27649E+12,1.29877E+12,1.33091E+12,1.36505E+12,1.37791E+12,CAN
614,Cayman Islands,Gross Domestic Product (GDP),239747457.7,247353581.9,267409277.4,305776310.2,336048814.5,369318367.6,405881674.1,446064826.3,490226200.9,538759640.8,592097992.3,650716960.4,715139331.3,808913059.3,869080145.7,899163689.4,969358624.1,1059609255,1210026973,1316990683,1490806712,1510862408,1557324770,1631865105,1718438858,1801001473,1890917841,1994873196,2598883898,2686855804,2713159278,2728261750,2775331125,2830832713,2856255209,3041763919,3181713503,3282338605,3270607089,3035107020,2952686103,2987202060,3023938559,3062284554,3147232465,3170681013,CYM
631,Central African Republic,Gross Domestic Product (GDP),1040517637,1008929281,989034240.6,1033815656,1002977172,1021231868,1066575687,1152342292,1166276686,1137527134,1086581846,1103400500,1123219386,1054734631,1130941445,1168676408,1210491228,1150802477,1174788290,1203868937,1185268077,1199252400,1183292902,1179170471,1240209378,1304117784,1205680895,1279478094,1337728102,1417163740,1444400021,1453506577,1444640419,1342768864,1379938958,1412805702,1479969948,1539631176,1579861017,1609984587,1667368596,1701388851,1750704299,1108195821,1119721456,1173468086,CAF
648,Chad,Gross Domestic Product (GDP),2124737145,2164649334,2016504678,1918837203,2181318543,2557432234,2518693932,2330402309,2319457943,1822140932,1711943848,1526964364,1609058580,1861021452,1955657161,2109802443,2235061464,2316845798,2493833485,2539456199,2621848301,2721426016,2784010699,2735273594,2891499037,2931938993,2994650723,3163618712,3382465385,3365541316,3348636497,3734320770,4052240008,4631261005,6190701803,6680615783,6572690782,7739491106,7840126567,8554630381,9700248384,9467442422,10423654107,11195004511,13781050553,14690599890,TCD
665,Chile,Gross Domestic Product (GDP),30943125350,33714154764,33305145925,31451708494,31758191867,27658156985,28631165183,31453894538,34038563698,36857467475,39785782757,42257433440,36515460887,35492282978,37581157352,38320914652,40465440046,43133841919,46287479852,51175545866,53067802001,57297253053,64332223243,68826642227,72755348937,80487479827,86454424156,92165239990,95142987106,94419087110,98657631238,1.01989E+11,1.04217E+11,1.08299E+11,1.15897E+11,1.23056E+11,1.30063E+11,1.36776E+11,1.41279E+11,1.39815E+11,1.47859E+11,1.56494E+11,1.65034E+11,1.71596E+11,1.74816E+11,1.78847E+11,CHL
682,China,Gross Domestic Product (GDP),1.21023E+11,1.29495E+11,1.34416E+11,1.45035E+11,1.4837E+11,1.61279E+11,1.58698E+11,1.70759E+11,1.90738E+11,2.05234E+11,2.21242E+11,2.32526E+11,2.53453E+11,2.80826E+11,3.23512E+11,3.66862E+11,3.99513E+11,4.46256E+11,4.96237E+11,5.17078E+11,5.37245E+11,5.87208E+11,6.70592E+11,7.63804E+11,8.63099E+11,9.5804E+11,1.05289E+12,1.14975E+12,1.23943E+12,1.33487E+12,1.44833E+12,1.56854E+12,1.71128E+12,1.88241E+12,2.07253E+12,2.3088E+12,2.60202E+12,2.9715E+12,3.25974E+12,3.56616E+12,3.94417E+12,4.31886E+12,4.66005E+12,5.02354E+12,5.39026E+12,5.76219E+12,China
699,"China, Hong Kong SAR",Gross Domestic Product (GDP),22085855709,23696591937,26211271270,29429994842,30140746359,30289076155,35185058954,39310694426,42558116350,47476420090,52275422253,57116537323,58801383471,62315886991,68531114331,69049993726,76684195127,86958754850,94360400642,96509038544,1.00206E+11,1.05919E+11,1.12523E+11,1.19501E+11,1.26714E+11,1.29722E+11,1.35246E+11,1.42143E+11,1.33782E+11,1.37135E+11,1.47644E+11,1.48472E+11,1.50932E+11,1.55545E+11,1.69078E+11,1.81569E+11,1.94338E+11,2.06902E+11,2.11305E+11,2.06108E+11,2.20057E+11,2.30652E+11,2.34574E+11,2.41817E+11,2.48303E+11,2.54353E+11,"China, Hong Kong SAR"
716,"China, Macao SAR",Gross Domestic Product (GDP),1222326777,1314454929,1413603661,1520062057,1634635103,1758221379,1890002292,2032822126,2187922495,2347630731,2529370846,2727927286,2900353755,3163972827,3422696213,3490555856,3774845600,4278761242,4660964699,4922339915,5336977289,5638061955,6363711358,6689682426,6980907725,7191082229,7123630560,7128390254,6836213016,6809626724,7053799044,7257513963,7906872265,8828349092,11190381416,12092275501,13702276116,15681900995,16214102820,16428289067,20578742547,25038712153,27349679756,30413019045,30153887685,24017961700,"China, Macao SAR"
732,Colombia,Gross Domestic Product (GDP),39504441254,41859193523,45069436837,48099434779,50863111510,52044791437,54505661081,56772281971,61580837958,64893344505,67545765005,69083696121,69738900255,70836559886,73210068980,75484783567,79881074835,84169835542,87590643479,90581072229,94459752232,96350465808,1.00248E+11,1.05972E+11,1.11427E+11,1.17224E+11,1.19634E+11,1.23737E+11,1.24443E+11,1.19211E+11,1.22698E+11,1.24756E+11,1.2788E+11,1.32891E+11,1.39978E+11,1.46566E+11,1.56383E+11,1.67174E+11,1.73103E+11,1.75962E+11,1.82951E+11,1.95007E+11,2.02893E+11,2.12782E+11,2.22114E+11,2.28962E+11,COL
749,Comoros,Gross Domestic Product (GDP),279468985.7,291433741.3,297873764.9,319684087.9,329397721.3,351059618.7,352082106.4,366075345.8,377207268.7,413282944.7,443800905.2,460953460.2,490378993.1,514020301.3,535147894,545850851.9,556767868.9,565887664.6,581096009.6,571585365.5,576457942.1,586724226.4,636777220.9,655918346,621307620.5,643736825.5,635110752.1,661912425.8,669524418.7,682379287.6,698718951.3,714789487.2,731229645.4,746585467.9,760770591.8,782072168.4,868882179.1,875833236.5,908775193.7,941267025.5,934642341.5,972643046.6,1013615213,1109515049,1150812810,1206489553,COM
766,Congo,Gross Domestic Product (GDP),1566382663,1707814168,1778455393,2087243254,2070101977,2052247367,2149803591,1991465038,2111315569,2348993747,2646804802,3208410527,3964575069,4186975152,4489215257,4437472024,4132091125,4139916491,4213038410,4287384706,4330404931,4434134041,4549951319,4505376210,4257892482,4427583309,4710594025,4595798514,4761172245,4637284020,4988490090,5178533174,5415847637,5459606322,5654531373,6086924578,6466799374,6363763047,6741082690,7246714151,7878211354,8145537138,8457417221,8734119866,9331766596,9443747795,Congo
782,Cook Islands,Gross Domestic Product (GDP),102693792.5,91847771.14,81441148.21,84707035.87,85552672.96,84407768.08,78291754.52,77943625.21,75817551.01,78851947.58,80138598.41,76696432.58,78843487.9,79351351.9,91457679.59,99487679.79,107630751.4,106006921.1,107917109.3,112773828.4,121721372.3,130401876.5,138191489.8,143571973.1,149196765.4,142668597.3,142278812.1,138937537.7,137865176.1,141561788.7,161202425.3,167790043.5,173226226.8,180685345.5,184662561,182557577.1,191692808.2,191306638.1,184583893.3,186544406.9,180985793.9,182772490.9,191330108,188637489.4,200245064.6,211170118.8,COK
799,Costa Rica,Gross Domestic Product (GDP),4530677312,4837111712,5232956680,5636117058,5949054045,6074228840,6409112057,6979714044,7417013002,7783596330,7842119610,7664924122,7106514485,7309720321,7896578774,7953476408,8393213837,8793122921,9095493205,9610823204,9952209008,10177361074,11108794381,11932362245,12496711831,12986690665,13101833237,13832678000,14994325028,16227186888,16519411097,17096016111,17658774762,18410239832,19208613655,19952154757,21396238395,23143860927,24219957476,23984891088,25172590237,26256799289,27516316924,28079774212,28911499176,29969638790,CRI
